Player ID,Year,Name,College,5 star recruit,POS,Height (in),Weight (lbs),BMI,Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Weight adjusted Bench,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,Speed Score,Vertical Jump Power,Broad Jump Power,Drafted,Rnd,Pick,G,Cmp,Pass_Att,Pct,Pass_Yds,Y/A,AY/A,Pass_TD,Pass_Int,Rate,Rush_Att,Rush_Yds,Rush_Avg,Rush_TDs,Rec,Rec_Yds,Rec_Avg,Rec_Tds,Pro Bowl,Players AV,Games Played,AV Per Game
2007Tyrone Moss,2007,Tyrone Moss,Miami (FL),1,RB,69.13,231,33.98,9.5,31.13,,4.8,16,15.58441558,31,107,4.56,,,87.03161169,5144.614271,9557.93032,0,#N/A,0,31,0,0,0,0,0,0,0,0,0,31,346,1657,4.766666667,23,2,15,7.5,0,0,0,0
2007Legedu Naanee,2007,Legedu Naanee,Boise State,0,WR,74.25,225,28.69,9.5,33,,4.44,19,19,40,119,,,,115.792554,5692.099788,9817.840903,1,5,172,26,0,0,0,0,0,0,0,0,0,11,115,9.6,0,69,1024,14.85,12,0,14,73,0.191780822
2007Joe Newton,2007,Joe Newton,Oregon State,0,TE,79.13,257,28.85,10.25,34.5,,4.91,20,17.50972763,31,109,4.57,7.35,12.29,88.43764118,5723.661765,10732.63509,0,#N/A,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1153,12.6,14,0,0,0,0
2007Syvelle Newton,2007,Syvelle Newton,South Carolina,0,WR,72.75,218,28.96,10,32.25,,4.67,20,20.64220183,,,,,,91.6682556,0,0,0,#N/A,0,7,0,0,0,0,0,0,0,0,0,21,150,7.1,2,27,297,11,2,0,0,0,0
2007Greg Olsen,2007,Greg Olsen,Miami (FL),1,TE,77.88,254,29.44,10.5,32.5,,4.53,23,20.37401575,35.5,114,4.48,7.04,12.01,120.6343266,6053.518646,10847.9115,1,1,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,71,940,13.35,5,1,77,199,0.386934673
2007Tyler Palko,2007,Tyler Palko,Pittsburgh,0,QB,73.38,215,28.07,9.5,32.5,18,4.88,,0,31.5,112,4.36,7.05,,75.82094056,4826.738029,9101.38451,0,#N/A,0,35,643,1072,60.36666667,8330,7.8,7.966666667,66,25,141.7,265,77,0.1,11,0,0,0,0,0,2,8,0.25
2007Jordan Palmer,2007,Jordan Palmer,Texas-El Paso,0,QB,77.63,231,26.95,10,33.38,23,4.99,,0,30.5,104,4.58,7.32,,74.51432867,5102.95679,9422.988061,1,6,205,46,851,1427,58.2,11084,7.525,6.525,88,64,131.05,216,-43,-0.375,7,0,0,0,0,0,0,0,0
2007Ben Patrick,2007,Ben Patrick,Delaware,0,TE,75.13,252,31.39,9.88,34,,4.74,,0,34.5,111,4.31,7.21,11.86,99.84289606,5920.659423,10619.93898,1,7,215,21,0,0,0,0,0,0,0,0,0,0,0,0,0,62,563,9.05,1,0,4,42,0.095238095
2007Adrian Peterson,2007,Adrian Peterson,Oklahoma,1,RB,73.5,217,28.24,9.25,33.75,16,4.41,,0,38.5,127,4.4,7.09,,114.7454231,5385.798362,9781.863217,1,1,7,31,0,0,0,0,0,0,0,0,0,31,748,4041,5.366666667,41,24,198,7.2,1,12,106,0.113207547
2007James Pinkney,2007,James Pinkney,East Carolina (NC),0,QB,74.5,208,26.35,10.5,33.5,,4.81,,0,34,112,4.49,7.35,,77.71646268,4851.351977,8805.060363,0,#N/A,0,35,644,1102,58.36666667,7751,7.033333333,6.466666667,44,33,124.6333333,266,407,1.366666667,11,0,0,0,0,0,0,0,0
2007Antonio Pittman,2007,Antonio Pittman,Ohio State,0,RB,70.75,207,29.07,8.5,31.5,,4.42,16,17.39130435,35.5,123,4.16,6.84,,108.4704055,4933.379369,9182.964227,1,4,107,25,0,0,0,0,0,0,0,0,0,25,485,2564,5.3,21,31,288,9.3,0,3,23,0.130434783
2007Anthony Pudewell,2007,Anthony Pudewell,Nevada,0,TE,76,250,30.43,,,,5.07,15,13.5,25.5,101,4.41,7.31,,75.6725148,5049.752469,10049.87562,0,#N/A,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,27,308,11.4,2,0,0,0,0
2007Brady Quinn,2007,Brady Quinn,Notre Dame,0,QB,75.75,232,28.42,10.25,32.5,29,4.73,24,23.27586207,,,,,,92.69865175,0,0,1,1,22,49,929,1602,57.05,11762,7.2,7.15,95,39,131.125,254,182,0.65,6,0,0,0,0,0,2,24,0.083333333
2007Jerard Rabb,2007,Jerard Rabb,Boise State,0,WR,74.38,201,25.54,10.38,34.13,,4.6,,0,36.5,125,4.19,6.99,11.56,89.78312685,4857.384481,8988.99327,0,#N/A,0,26,0,0,0,0,0,0,0,0,0,1,9,9,0,75,1158,15.45,9,0,0,0,0
2007Sidney Rice,2007,Sidney Rice,South Carolina,0,WR,75.5,200,24.67,9.75,33.5,,4.53,,0,39.5,119,4.34,7.09,,94.98765874,5027.922036,8726.969692,1,2,44,24,0,0,0,0,0,0,0,0,0,1,6,6,0,142,2233,15.7,23,1,36,81,0.444444444
2007Gijon Robinson,2007,Gijon Robinson,Missouri Western,0,FB,72.75,255,33.87,9.5,33.38,,4.76,21,18.52941176,33,116,4.43,7.23,11.92,99.34416532,5859.453899,10985.73621,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0,0,0,3,39,0.076923077
2007Laurent Robinson,2007,Laurent Robinson,Illinois State,0,WR,74,199,25.55,9,33.75,,4.44,19,21.48241206,39,127,4.28,6.83,11.45,102.4120811,4971.018407,8970.464425,1,3,75,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,17,59,0.288135593
2007Ryne Robinson,2007,Ryne Robinson,Miami (OH),0,WR,69.13,179,26.33,9.38,30.5,,4.5,,0,35,123,4.21,6.71,11.43,87.30376467,4235.913125,7940.824139,1,4,118,50,0,0,0,0,0,0,0,0,0,25,122,3.625,0,258,3697,14.775,22,0,0,0,0
2007Dante Rosario,2007,Dante Rosario,Oregon,0,TE,75.25,244,30.29,9.25,33.5,,4.8,20,18.44262295,36,115,4.47,6.96,12.14,91.9294946,5856,10466.43397,1,5,155,24,0,0,0,0,0,0,0,0,0,10,29,2.9,1,67,704,10.6,7,0,10,122,0.081967213
2007Jeff Rowe,2007,Jeff Rowe,Nevada,0,QB,77.25,226,26.62,,,21,4.91,,0,29.5,114,4.42,6.72,,77.77006578,4909.976782,9652.07874,1,5,151,36,643,1049,61.7,7465,7.133333333,6.866666667,53,30,132.9333333,289,581,2,13,0,0,0,0,0,0,0,0
2007Gary Russell,2007,Gary Russell,Minnesota,0,RB,70.38,229,32.5,9,31.5,,4.84,9,8.84279476,31.5,113,4.54,,,83.46108599,5141.037249,9737.213564,0,#N/A,0,12,0,0,0,0,0,0,0,0,0,12,186,1130,6.1,18,16,168,10.5,0,2,27,0.074074074
2007JaMarcus Russell,2007,JaMarcus Russell,Louisiana State,0,QB,77.5,265,31.02,9.63,35,24,4.83,,0,,,,,,97.38394116,0,0,1,1,1,25,420,653,64.15,5572,8.5,8.6,43,17,151.8,113,120,1.15,3,0,0,0,0,0,6,31,0.193548387
2007Derek Schouman,2007,Derek Schouman,Boise State,0,FB,74.25,247,31.5,9.88,30.38,,4.77,27,24.5951417,37.5,122,4.27,7,11.56,95.42308054,6050.239665,10912.81668,1,7,222,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0,0,0,2,25,0.08
2007Kolby Smith,2007,Kolby Smith,Louisville,0,RB,71.25,220,30.47,9.63,33.75,,4.52,18,18.40909091,38,114,4.34,7.22,12.08,105.4141563,5424.684323,9395.828862,1,5,148,23,0,0,0,0,0,0,0,0,0,23,261,1385,5.25,13,42,413,9.95,0,4,27,0.148148148
2007Steve Smith,2007,Steve Smith,Southern California,0,WR,71.75,197,26.9,9.38,32.25,,4.45,,0,38,120,4.19,6.68,,100.474575,4857.558234,8632.107506,1,2,51,10,150,270,55.6,1502,5.6,4.2,7,11,102.7,42,-115,-2.7,1,320,5544,17.71428571,37,1,24,64,0.375
2007Jason Snelling,2007,Jason Snelling,Virginia,0,FB,71.1,230,31.98,9,32.38,,4.81,,0,30,111,4.37,7.06,,85.93647315,5039.047529,9692.801453,1,7,244,11,0,0,0,0,0,0,0,0,0,11,183,772,4.2,7,29,282,9.7,0,23,96,0.239583333
2007Drew Stanton,2007,Drew Stanton,Michigan State,0,QB,75.25,226,28.06,9.63,32,35,4.77,,0,30.5,108,4.41,6.77,,87.31018705,4992.50318,9394.64358,1,2,43,32,541,843,63.93333333,6485,7.566666667,7.033333333,42,28,136.6333333,327,1470,4.666666667,14,0,0,0,0,0,10,38,0.263157895
2007Syndric Steptoe,2007,Syndric Steptoe,Arizona,0,WR,68.63,194,28.96,10,31.38,,4.61,17,19.71649485,33,,,,,85.90689535,4457.780614,0,1,7,234,32,0,0,0,0,0,0,0,0,0,18,137,8,0,122,1507,12.83333333,6,0,1,16,0.0625
2007John Stocco,2007,John Stocco,Wisconsin,0,QB,73.63,207,26.84,9,31,,5.1,,0,27,104,4.6,7.29,,61.19552102,4302.414206,8443.976315,0,#N/A,0,36,524,917,57.23333333,7104,7.766666667,7.7,47,22,134.7333333,190,-131,-0.8,7,0,0,0,0,0,0,0,0
2007Chansi Stuckey,2007,Chansi Stuckey,Clemson,0,WR,70.63,197,27.76,10,31.5,,4.58,,0,35,120,4.14,6.91,11.86,89.54355033,4661.870869,8632.107506,1,7,235,31,0,0,0,0,0,0,0,0,0,31,125,3.866666667,0,139,1750,12.4,7,0,10,55,0.181818182
2007Jayson Swain,2007,Jayson Swain,Tennessee,0,WR,72.38,212,28.45,8.88,32.63,,4.64,,0,33,,,,,91.47321309,4871.389124,0,0,#N/A,0,37,0,0,0,0,0,0,0,0,0,2,-1,-0.5,0,105,1456,13.83333333,10,0,0,0,0
2007Josh Swogger,2007,Josh Swogger,Montana,0,QB,76.5,237,28.47,10.13,31.25,,5.14,,0,28.5,107,4.76,7.25,,67.90877021,5060.935091,9806.18825,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007Courtney Taylor,2007,Courtney Taylor,Auburn,0,WR,73.75,204,26.37,9.5,32.25,,4.52,,0,36,122,4.28,7.22,,97.74767222,4896,9013.01459,1,6,197,39,0,0,0,0,0,0,0,0,0,11,126,13.75,0,131,1820,13.73333333,8,0,1,18,0.055555556
2007Ramonce Taylor,2007,Ramonce Taylor,Texas College,0,RB,70.13,195,27.87,,,,4.5,,0,34,125,4.23,6.98,,95.10745313,4548.142478,8720.665112,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0
2007Zac Taylor,2007,Zac Taylor,Nebraska,0,QB,74.38,216,27.45,9,32,,5.08,,0,30.5,110,4.6,7.39,,64.86775947,4771.595959,9061.708448,0,#N/A,0,26,470,821,57.35,5850,7.2,7.2,45,20,131,136,-73,-0.5,2,0,0,0,0,0,0,0,0
2007Matt Trannon,2007,Matt Trannon,Michigan State,0,WR,78,216,24.96,9,34.75,,4.59,13,13.54166667,36.5,118,4.34,7.09,11.78,97.32692554,5219.875861,9385.442344,0,#N/A,0,43,0,0,0,0,0,0,0,0,0,1,12,12,0,148,1755,11.675,9,0,0,0,0
2007Chad Upshaw,2007,Chad Upshaw,Buffalo,0,TE,76.4,252,30.35,10.13,32.5,,4.92,16,14.28571429,33.5,108,4.58,7.23,11.92,86.01419425,5834.221799,10475.44328,0,#N/A,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,72,778,10.85,4,0,0,0,0
2007Darius Walker,2007,Darius Walker,Notre Dame,0,RB,70,206,29.55,9.63,31.75,,4.56,19,20.75242718,40.5,123,4.39,7.18,,95.28791964,5243.903889,9138.602081,0,#N/A,0,36,0,0,0,0,0,0,0,0,0,36,693,3249,4.633333333,23,109,816,7.533333333,0,3,4,0.75
2007Mike Walker,2007,Mike Walker,Central Florida,0,WR,73.8,209,26.98,9.25,32.5,,4.4,18,19.37799043,36.5,121,4.39,6.92,,111.5232908,5050.713217,9196,0,#N/A,0,23,0,0,0,0,0,0,0,0,0,1,7,7,0,154,2033,13.25,16,0,0,0,0
2007Chandler Williams,2007,Chandler Williams,Florida International,0,WR,70.75,184,25.84,8,31.25,,4.46,,0,32.5,123,4.29,6.99,11.34,93.00544688,4195.845564,8162.634869,1,7,233,21,0,0,0,0,0,0,0,0,0,5,16,4.75,0,128,1534,12.1,3,0,0,0,0
2007Paul Williams,2007,Paul Williams,Frenso State (CA),0,WR,73.25,205,26.86,10.25,36,,4.49,,0,38.5,125,4.24,7.03,11.56,100.8784714,5087.966195,9167.878708,1,3,80,13,0,0,0,0,0,0,0,0,0,9,83,9.2,0,43,729,17,7,0,0,0,0
2007Garrett Wolfe,2007,Garrett Wolfe,Northern Illinois,0,RB,67.5,186,28.7,9.13,30.13,,4.4,22,26.61290323,35.5,116,4.08,6.69,,99.25039273,4432.891607,8013.125233,1,3,93,33,0,0,0,0,0,0,0,0,0,33,807,5164,6.4,52,58,588,10.56666667,0,2,50,0.04
2007D'Juan Woods,2007,D'Juan Woods,Oklahoma State,0,WR,72.5,208,27.82,10.5,33,,4.62,,0,36.5,120,4.34,6.89,11.86,91.31148976,5026.547125,9114.103357,0,#N/A,0,48,0,0,0,0,0,0,0,0,0,1,-5,-5,0,161,2695,16.975,20,0,0,0,0
2007Dwayne Wright,2007,Dwayne Wright,Frenso State (CA),0,RB,71.5,228,31.35,9.5,31.25,,4.69,14,13.81578947,34,115,4.43,7.23,,94.24828837,5317.828128,9780.110429,1,4,111,26,0,0,0,0,0,0,0,0,0,26,451,2500,5.55,14,48,364,7.55,0,1,15,0.066666667
2007DeShawn Wynn,2007,DeShawn Wynn,Florida,0,RB,70.38,232,32.93,8.75,30.5,,4.49,,0,31.5,115,,,,114.1649042,5208.387082,9951.691314,1,7,228,38,0,0,0,0,0,0,0,0,0,38,388,1860,4.8,20,30,301,9.966666667,0,3,23,0.130434783
2007Jared Zabransky,2007,Jared Zabransky,Boise State,0,QB,74.1,219,28.04,9,32.38,36,4.59,,0,35.5,111,4.08,6.78,,98.67868839,5219.372376,9229.232687,0,#N/A,0,38,599,957,62.8,8076,8.5,8,57,36,146.5333333,335,785,2.3,30,0,0,0,0,0,0,0,0
2006Joseph Addai,2006,Joseph Addai,Louisiana State,0,RB,71.25,214,29.63,9.5,31.38,,4.43,18,18.92523364,37,125,4.47,7.09,,111.129373,5206.844726,9570.370944,1,1,30,37,0,0,0,0,0,0,0,0,0,37,402,2111,5.4,14,60,560,8.8,1,53,78,0.679487179
2006David Anderson,2006,David Anderson,Colorado State,0,WR,70.5,192,27.16,9.5,29.88,,4.6,,0,34,116,4.2,6.88,11.67,85.76298684,4478.171055,8271.613144,1,7,251,36,0,0,0,0,0,0,0,0,0,4,18,1.35,0,215,3454,16.23333333,19,0,8,67,0.119402985
2006Devin Aromashodu,2006,Devin Aromashodu,Auburn,0,WR,74.5,201,25.46,9.13,32.75,,4.4,,0,39,120,4.16,7.04,11.38,107.2544567,5020.978391,8807.378725,1,7,233,12,0,0,0,0,0,0,0,0,0,0,0,0,0,26,494,19,4,0,11,61,0.180327869
2006Miles Austin,2006,Miles Austin,Monmouth (NJ),0,WR,74.13,215,27.5,10,31,,4.5,21,21.97674419,40.5,123,4.14,7.09,11.3,104.8620637,5473.006486,9537.861396,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,1,43,129,0.333333333
2006Brett Basanez,2006,Brett Basanez,Northwestern,0,QB,73.25,220,28.82,9,30.63,,4.79,,0,34,114,4.22,6.75,,83.58158889,5131.237667,9395.828862,0,#N/A,0,47,913,1584,57.25,10580,6.65,6.05,44,36,116.725,391,996,2.475,18,0,0,0,0,0,0,0,0
2006Hank Baskett,2006,Hank Baskett,New Mexico,0,WR,74.88,224,28.08,9.13,32.75,,4.52,,0,35,119,4.17,6.79,11.58,107.3307773,5300.807486,9774.206055,0,#N/A,0,23,0,0,0,0,0,0,0,0,0,1,2,2,0,121,1979,16.4,12,0,9,67,0.134328358
2006Mike Bell,2006,Mike Bell,Arizona,0,RB,72.25,221,29.76,9.25,30,,4.62,19,19.3438914,31.5,112,4.21,7.16,11.48,97.01845787,4961.437695,9355.376636,0,#N/A,0,46,0,0,0,0,0,0,0,0,0,46,679,3154,4.525,17,56,465,8.6,0,12,53,0.226415094
2006Matt Bernstein,2006,Matt Bernstein,Wisconsin,0,FB,72.38,260,34.89,9.63,31.75,,4.93,22,19.03846154,29.5,110,4.5,7.46,12.51,88.02695244,5648.645855,10907.61202,0,#N/A,0,12,0,0,0,0,0,0,0,0,0,12,83,300,3.6,1,9,68,7.6,0,0,0,0
2006Damarius Bilbo,2006,Damarius Bilbo,Georgia Tech,0,WR,73.88,214,27.56,9.38,31.63,,4.73,19,19.97663551,36.5,115,4.18,6.9,12.1,85.50651497,5171.543677,9179.577332,0,#N/A,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40,591,14.8,2,0,0,0,0
2006Jeremy Bloom,2006,Jeremy Bloom,Colorado,0,WR,69,173,25.54,9,28.5,,4.52,,0,,,,,,82.89385929,0,0,1,5,147,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,0,0,0
2006Jovon Bouknight,2006,Jovon Bouknight,Wyoming,0,WR,73.38,195,25.46,8.88,30.63,,4.73,,0,34,120,4.03,6.93,11.46,77.91481505,4548.142478,8544.471897,0,#N/A,0,47,0,0,0,0,0,0,0,0,0,39,279,6.7,1,250,3626,14.6,29,0,0,0,0
2006Brian Calhoun,2006,Brian Calhoun,Wisconsin,0,RB,69.25,201,29.47,9,29.13,,4.6,18,20.14925373,31.5,124,4.2,7.05,,89.78312685,4512.438808,8952.965095,1,3,74,25,0,0,0,0,0,0,0,0,0,25,543,2446,4.45,27,85,837,9.55,0,1,11,0.090909091
2006Jason Carter,2006,Jason Carter,Texas A&M,0,WR,71.63,211,28.91,9.75,31.25,,4.62,,0,33,116,4.21,6.89,11.69,92.6284824,4848.410874,9090.158194,0,#N/A,0,23,0,0,0,0,0,0,0,0,0,26,167,6.7,3,90,1295,14.15,6,0,0,0,0
2006Kellen Clemens,2006,Kellen Clemens,Oregon,0,QB,73.63,224,29.05,9.38,30.5,35,4.89,,0,,,,,,78.35064527,0,0,1,2,49,24,405,676,59.9,4948,7.35,7.25,40,19,135.7,196,298,1.5,6,0,0,0,0,0,10,64,0.15625
2006Marques Colston,2006,Marques Colston,Hofstra (NY),0,WR,76.63,224,26.82,9.5,33.38,,4.54,16,16.07142857,37,123,4.43,6.94,11.27,105.451947,5450.155227,9937.12071,1,7,252,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,89,146,0.609589041
2006Brodie Croyle,2006,Brodie Croyle,Alabama,1,QB,74.5,205,25.97,9.88,31.13,24,4.94,,0,30.5,104,4.25,7.34,,68.84557968,4528.598017,8362.392002,1,3,85,24,384,680,56.5,4802,7.1,6.85,30,17,125.4,136,-148,-1.15,1,0,0,0,0,0,2,18,0.111111111
2006Jay Cutler,2006,Jay Cutler,Vanderbilt,0,QB,75.25,226,28.06,9.38,31.5,26,4.81,23,22.89823009,,,4.26,7.1,,84.44192579,0,0,1,1,11,45,710,1242,56.475,8697,7.1,6.625,59,36,125.25,453,1256,2.75,17,0,0,0,0,1,109,153,0.712418301
2006Owen Daniels,2006,Owen Daniels,Wisconsin,0,TE,75.38,253,31.3,9.5,31.75,,4.66,23,20.45454545,34.5,114,4.1,6.87,11.58,107.3017611,5944.154103,10805.20319,1,4,98,12,0,0,0,0,0,0,0,0,0,0,0,0,0,25,391,15.6,2,1,49,131,0.374045802
2006P.J. Daniels,2006,P.J. Daniels,Georgia Tech,0,RB,70.13,214,30.59,9,30.5,,4.66,21,22.07943925,33,116,4.4,7.13,11.76,90.76117345,4917.345625,9219.40215,1,4,132,32,0,0,0,0,0,0,0,0,0,32,635,3091,4.8,21,51,312,5.8,0,0,0,0
2006Charles Davis,2006,Charles Davis,Purdue,0,TE,77.5,263,30.78,10,32.63,,4.94,27,23.09885932,31.5,108,4.37,7.53,11.98,88.32384124,5904.335356,10932.7047,1,5,167,23,0,0,0,0,0,0,0,0,0,0,0,0,0,60,727,12.1,4,0,0,0,0
2006Vernon Davis,2006,Vernon Davis,Maryland,0,TE,75.25,254,31.53,8.75,32.13,,4.39,33,29.23228346,42,128,4.17,7,,136.774656,6584.43255,11494.72783,1,1,6,22,0,0,0,0,0,0,0,0,0,2,5,2.5,0,78,1312,16.7,9,1,65,198,0.328282828
2006Tim Day,2006,Tim Day,Oregon,0,TE,75.25,256,31.78,9.88,33.88,,4.76,24,21.09375,35,109,4.2,7.03,11.43,99.73375028,6058.065698,10690.87387,0,#N/A,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,60,672,10.85,9,0,0,0,0
2006Chris Denney,2006,Chris Denney,Nebraska-Omaha,0,WR,75,224,28,10,30.25,,4.66,13,13.05803571,33,110,4.33,7.02,12.21,95.00234978,5147.128131,9397.32728,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,0,0,0
2006Maurice Drew,2006,Maurice Drew,UCLA,0,RB,66.8,207,32.61,8.25,28.13,,4.44,18,19.56521739,36,116,4.38,7.08,11.39,106.5291497,4968,8917.832921,0,#N/A,0,36,0,0,0,0,0,0,0,0,0,36,481,2503,5.166666667,26,64,819,12.03333333,0,0,0,0
2006Bruce Eugene,2006,Bruce Eugene,Grambling State (LA),0,QB,72.25,260,35.01,9.38,31.75,,5.13,,0,27.5,94,4.76,7.97,,75.08166297,5453.80601,10083.1741,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006Anthony Fasano,2006,Anthony Fasano,Notre Dame,0,TE,76.13,259,31.42,9.5,32.63,,4.86,19,16.50579151,33.5,112,4.34,6.94,11.76,92.8505932,5996.283516,10963.99343,1,2,53,23,0,0,0,0,0,0,0,0,0,0,0,0,0,74,943,12.95,6,0,28,180,0.155555556
2006Daniel Fells,2006,Daniel Fells,UC-Davis,0,TE,75.38,259,32.04,10.25,31.63,,4.94,19,16.50579151,29.5,108,4.46,7.27,11.92,86.98051286,5626.920294,10766.42782,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,12,89,0.134831461
2006Quinton Ganther,2006,Quinton Ganther,Utah,0,RB,69.5,218,31.73,8.63,28.38,,4.56,29,29.93119266,35,119,,7.19,,100.8386722,5158.821571,9512.396964,1,7,246,23,0,0,0,0,0,0,0,0,0,23,314,1774,5.75,9,32,363,9.8,0,3,36,0.083333333
2006Bruce Gradkowski,2006,Bruce Gradkowski,Toledo,0,QB,73.38,217,28.33,9,30.25,,4.63,,0,34,107,4.16,7.12,,94.44212827,5061.266245,8978.661816,1,6,194,36,764,1120,67.9,9197,8.166666667,8.6,85,27,156.8333333,243,986,4.133333333,14,0,0,0,0,0,8,37,0.216216216
2006Skyler Green,2006,Skyler Green,Louisiana State,0,WR,69.13,192,28.24,8.38,29.5,,4.52,,0,34,118,,,,91.99780915,4478.171055,8342.615417,1,4,125,37,0,0,0,0,0,0,0,0,0,28,230,7.566666667,1,104,1006,9.433333333,8,0,0,0,0
2006Darrell Hackney,2006,Darrell Hackney,Alabama-Birmingham,0,QB,71.63,239,32.75,9.25,31.75,40,4.86,,0,33,110,4.69,7.62,,85.68066322,5491.80189,10026.61259,0,#N/A,0,34,588,1037,56.2,8227,7.833333333,7.866666667,62,27,136.5333333,217,47,0.466666667,5,0,0,0,0,0,0,0,0
2006Derek Hagan,2006,Derek Hagan,Arizona State,0,WR,73.75,208,26.88,8.88,31.5,,4.45,,0,36,124,4.07,,11.33,106.0848305,4992,9264.7599,1,3,82,50,0,0,0,0,0,0,0,0,0,0,0,0,0,258,3939,14.925,27,0,14,100,0.14
2006Marques Hagans,2006,Marques Hagans,Virginia,0,RB,69.38,202,29.5,9.25,30,,4.64,,0,35,114,4.38,7.03,,87.15843888,4780.192465,8627.079228,1,5,144,24,377,604,62.45,4516,7.55,7.05,23,17,132.55,192,704,3.9,7,0,0,0,0,0,1,6,0.166666667
2006Andre Hall,2006,Andre Hall,South Florida,0,RB,68.5,208,31.16,9.88,29.5,,4.45,18,19.47115385,33,113,,7.38,,106.0848305,4779.476122,8844.281316,0,#N/A,0,23,0,0,0,0,0,0,0,0,0,23,480,2731,5.8,24,44,470,10.3,0,3,18,0.166666667
2006Chris Hannon,2006,Chris Hannon,Tennessee,0,WR,75.25,205,25.45,9.75,34.25,,4.5,,0,34.5,122,,,,99.98475842,4816.409451,9057.196034,0,#N/A,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,24,268,11.2,3,0,0,0,0
2006Gilbert Harris,2006,Gilbert Harris,Arizona,0,FB,73.63,235,30.47,9.5,31,,4.8,20,19.14893617,36,117,4.38,7,11.72,88.53865258,5640,10167.6546,0,#N/A,0,11,0,0,0,0,0,0,0,0,0,11,79,284,3.6,5,22,107,4.9,0,0,0,0
2006Jerome Harrison,2006,Jerome Harrison,Washington State,0,RB,69.25,201,29.47,9.25,30,,4.49,19,21.26865672,34.5,124,4.07,6.77,,98.91011096,4722.43073,8952.965095,1,5,145,22,0,0,0,0,0,0,0,0,0,22,482,2800,5.7,25,34,275,7.75,0,13,63,0.206349206
2006Mike Hass,2006,Mike Hass,Oregon State,0,WR,72.63,208,27.72,9.5,30.63,,4.64,,0,32,116,4.14,6.97,11.55,89.74730341,4706.502736,8960.914239,1,6,171,36,0,0,0,0,0,0,0,0,0,2,18,9,0,220,3924,18.66666667,20,0,0,0,0
2006Taurean Henderson,2006,Taurean Henderson,Texas Tech,0,RB,69.5,204,29.69,9.25,31.5,,4.68,,0,32.5,112,4.4,7.01,11.94,85.05047644,4651.915734,8635.732279,0,#N/A,0,51,0,0,0,0,0,0,0,0,0,51,587,3241,5.55,50,303,2058,6.75,0,0,0,0
2006Matt Henshaw,2006,Matt Henshaw,Florida State,0,TE,76.38,248,29.88,9.63,30.88,,4.76,16,14.51612903,29,111,4.44,7.44,12.19,96.61707059,5342.083489,10451.36852,0,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,0,0,0
2006Devin Hester,2006,Devin Hester,Miami (FL),1,WR,70.63,190,26.78,9,31.13,,4.46,16,18.94736842,38,124,,,,96.03823319,4684.954642,8463.001832,1,2,57,#N/A,0,0,0,0,0,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,1,55,156,0.352564103
2006Ed Hinkel,2006,Ed Hinkel,Iowa,0,WR,72.25,190,25.59,7.88,30,,4.55,,0,34,116,4.1,6.97,11.1,88.66209928,4431.52344,8185.450507,0,#N/A,0,21,0,0,0,0,0,0,0,0,0,1,20,20,1,103,1262,12.4,14,0,0,0,0
2006Cedric Humes,2006,Cedric Humes,Virginia Tech,0,RB,72.88,227,30.04,9.88,31.75,,4.68,18,17.84140969,30.5,106,4.22,7.07,,94.63950074,5014.593902,9348.432168,1,7,240,25,0,0,0,0,0,0,0,0,0,25,292,1357,4.65,16,18,117,6.45,0,0,0,0
2006Chad Jackson,2006,Chad Jackson,Florida,1,WR,72.88,213,28.19,9.25,32.75,15,4.35,,0,38.5,122,3.97,6.73,11.19,118.9741392,5286.520973,9410.647587,1,2,36,24,0,0,0,0,0,0,0,0,0,17,90,3.3,2,117,1548,16.25,15,0,2,18,0.111111111
