x35,x38,x36,x33,x34,x1,x8,x32,x7,x6,x11,x17,x27,x5,x4,x2,y2
-0.9446381184625248,-0.42187965532060745,-0.970459386122388,0.7520147916308194,0,-1.3310564987465243,-1.4278835945593848,0.9509865714382316,-1.2149551467499469,-1.4589577185323912,-1.1661834687614712,-1.3085275763407072,2.4221119479857167,-1.2176818326753276,-1.4256630339904262,-1.3003148941385831,0
-0.9446381184625248,-0.07629106026229855,-0.970459386122388,-1.616869179049497,0,-1.3310564987465243,-1.4278835945593848,-1.5406790250813218,-1.2149551467499469,-1.4589577185323912,-1.1661834687614712,-1.3085275763407072,0.7203174999137136,-1.2176818326753276,-1.4256630339904262,-1.3003148941385831,0
-0.9446381184625248,2.4868243530868255,-0.970459386122388,0.5147982552011982,0,0.19281387356021853,0.4945725279662212,0.2099147488409929,0.1724393810178897,0.2371209711000524,0.9816785827108916,-0.5626702959029529,-1.4456027067233819,0.043702351721619084,0.5483364709612283,0.4194686694691066,0
-0.9446381184625248,0.07490395007571206,-0.970459386122388,0.971030319455358,0,-0.6326159114392672,0.09953168919339772,1.2429697150745531,-0.6864238980764853,-0.29773202151302514,0.19224376773742446,-0.7390673093958595,0.10148315516025774,-0.7276239045840138,-0.3145572562847411,-0.7015577402597428,0
-0.9446381184625248,1.3852607063384657,-0.970459386122388,-1.616869179049497,0,1.0817382574058183,1.5965498927262198,-1.5406790250813218,0.7670370357755341,0.6398325814815241,1.8713521745372432,0.9955033235783832,0.7203174999137136,0.7051661145475179,1.0520611677191074,0.7724564990645031,0
-0.9446381184625248,0.4204925451340184,-0.970459386122388,0.13040118870032288,0,1.1452328562519327,1.074080601530868,0.17452097163283162,0.7670370357755341,1.3215252163784692,1.8713521745372432,0.3781137763532105,-0.8267683619699261,1.8317652953697912,1.5590861929208877,1.8126683458487087,0
-0.9446381184625248,-2.4666121760822715,-0.970459386122388,-1.616869179049497,0,2.034157240097533,1.2350824746387723,-1.5406790250813218,1.6919667209540916,1.9727212742617848,1.4643995632359224,0.4295629049946459,0.7203174999137136,2.362767347188506,0.8134263229340559,2.00598742086686,0
-0.9446381184625248,0.9100763881332912,-0.970459386122388,-1.616869179049497,0,-1.3310564987465243,-1.4278835945593848,-1.5406790250813218,-1.2149551467499469,-1.4589577185323912,-1.1661834687614712,-1.3085275763407072,0.7203174999137136,-1.2176818326753276,-1.4256630339904262,-1.3003148941385831,0
-0.9446381184625248,1.0972702104565402,-0.970459386122388,1.081053903654573,0,1.5262004493286183,1.9364146198604253,0.8456877319391906,0.7009706296913513,0.8046878928186496,1.8713521745372432,0.12086813138205993,1.3391518446671695,1.2387112796412263,1.3798018599462938,1.4564167396640233,0
0.638158520116202,-0.3714813185412705,0.8247279374047665,-1.616869179049497,1,0.3832976700985614,0.2781269754960876,-1.5406790250813218,-0.025759837234658373,0.7646202025667875,-0.2056303580846001,1.2894983457725644,0.7203174999137136,0.7410240117249312,0.9802106726168954,0.7169313294609124,0
-0.9446381184625248,-2.1570223930091985,-0.970459386122388,-1.616869179049497,0,0.6372760654830185,0.13688232156400595,-1.5406790250813218,1.8240995331224568,1.2394869529140713,-1.1661834687614712,-0.3274742776184152,0.7203174999137136,1.4139317842883024,0.6350562244266692,1.6180567969936654,0
-0.9446381184625248,-1.6530390252158322,-0.970459386122388,-1.616869179049497,0,0.3832976700985614,0.8417140736643659,-1.5406790250813218,0.04030656884952432,0.4134624561311624,1.3752011831590312,0.9367043187867512,0.7203174999137136,0.18637100644877372,2.1744257864533343,0.4194686694691066,0
-0.9446381184625248,0.2476982476048652,-0.970459386122388,-1.616869179049497,0,-0.5691213125931529,-0.06850183378793256,-1.5406790250813218,-0.15789264940302375,0.18326341116854675,-0.2056303580846001,0.40751327830803225,0.7203174999137136,-0.3336956582874674,0.9802106726168954,-0.1486703560791926,0
1.0987435554203049,0.4060930203399225,1.1536349001967536,1.3786780143031312,1,1.2087274550980471,1.8984377435654491,1.6437818594955471,0.4367050053546205,1.1376218772224864,1.8713521745372432,0.7897068072486679,1.6485690170438976,1.3167848571835374,1.6987002575513983,1.3674502467991767,1
-0.9446381184625248,0.9748742497067241,-0.970459386122388,-1.616869179049497,0,-1.3310564987465243,-1.4278835945593848,-1.5406790250813218,-1.2149551467499469,-1.4589577185323912,-1.1661834687614712,-1.3085275763407072,0.7203174999137136,-1.2176818326753276,-1.4256630339904262,-1.3003148941385831,0
-0.9446381184625248,-1.4946442524807724,-0.970459386122388,-1.616869179049497,0,1.0182436585597043,1.6193761296647289,-1.5406790250813218,0.5027714114388031,1.205964599710436,1.2827560588303364,0.6427092965925699,0.7203174999137136,1.0172061133892627,0.9448771718161608,1.072296322577128,0
-0.9446381184625248,1.6516519150292432,-0.970459386122388,2.3987198343151332,0,-1.3310564987465243,-1.4278835945593848,2.0304141028640683,-1.2149551467499469,-1.4589577185323912,-1.1661834687614712,-1.3085275763407072,0.5656089137253497,-1.2176818326753276,-1.4256630339904262,-1.3003148941385831,0
