x34,x37,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x35,x36,x38,y1,y2
1,1.0,1.3540185555869169,0.0,0.0,0.0,0.0,0.0,0.0,1.1300730983639906,1.7799051040985128,1.5726550089236184,1.3030057197399665,0.0,0.659888387688677,0.371450697774027,1.2934349728265389,0.7938101548016776,0.0,0.0,-1.6556123813767165,-0.3799527064333588,0.0,-1.1857444138207964,-0.345296106806419,1.57897808472698,0.0,2.566930767643375,2.263397484706508,0.0,1.0,0.0,0.21171032222624225,0.8285101149658631,0.4687939079964997,0.2831775425128612,0.5594674701356602,0.8068990758158902,0,0
1,1.0,0.14463537809636362,0.0,0.0,0.0,0.0,0.0,0.0,0.22453182568958738,-0.3871434138570694,-0.23293545427913348,-0.8299634655490042,0.0,1.3717455573071236,1.3204303353537026,0.5149687295828671,1.3148707597216684,0.0,0.0,-0.1595850093909326,-0.6579779384811903,0.0,0.6534242934082837,-1.5737951228791367,-1.6045156398904985,0.0,0.05594062757183042,-0.08174254135003838,0.0,1.0,0.0,1.076410287524494,-1.7065580711343464,-1.6781901999238444,-0.1857354242168339,0.13524763686891655,-0.640150056363551,0,1
0,0.0,-1.8089836009268379,0.0,0.0,0.0,0.0,0.0,0.0,0.22453182568958738,-0.025212344620223485,1.5726550089236184,1.19981122594189,0.0,-0.226561454546444,-0.5732210546777353,0.1609378328658859,-0.19006687395290836,0.0,0.0,-0.9075986953838245,-0.49910637731100094,0.0,-0.2661600602062563,-0.4067272459112715,-0.08271216238070155,0.0,0.05594062757183042,-0.08174254135003838,0.0,1.0,0.0,0.17514642377483358,-1.7065580711343464,-1.6781901999238444,-1.0718613321731874,-1.1002327512433365,0.22266266148675798,0,0
1,0.0,1.1679596052037549,0.0,0.0,0.0,0.0,0.0,0.0,1.1072803038498265,1.7799051040985128,1.5726550089236184,1.3030057197399665,0.0,0.8155952901993755,0.3755590175940183,1.2934349728265389,0.9420635059229383,0.0,0.0,-0.5335918523873786,0.25553353824739905,0.0,0.6534242934082837,-0.5318305179139343,1.3100763413198215,0.0,1.9391832326254885,1.0503940229531221,0.0,1.0,0.0,0.8961004150215709,1.0459093453539068,0.707449980364708,1.0089667305143264,1.019875328483802,0.6869565006887176,1,1
1,1.0,-0.3205119978615415,0.0,0.0,0.0,0.0,0.0,0.0,0.30064129910031506,-0.14812398261862195,0.3026380474615852,-0.8299634655490042,0.0,1.1065597110275542,1.2180223155947492,0.6315690762631988,1.0672589611637537,0.0,0.0,-1.6556123813767165,-1.372899963747043,0.0,-0.2661600602062563,-1.4981970413789087,-1.6045156398904985,0.0,0.36981439508077346,1.0503940229531221,0.0,1.0,0.0,0.33968319892314147,-0.42469862995452856,-0.3558453987299867,1.2843671705520174,1.240222396341893,-0.5550295191765255,0,0
1,1.0,0.0516059029047826,0.0,0.0,0.0,0.0,0.0,0.0,0.934932389728139,1.232697027424954,1.5726550089236184,1.3030057197399665,0.0,0.48846637710821633,0.3315746447942621,1.2934349728265389,0.9420635059229383,0.0,0.0,-0.1595850093909326,0.25553353824739905,0.0,-0.2661600602062563,-0.7912967915115983,-1.6045156398904985,0.0,0.6836881625897164,1.0503940229531221,0.0,1.0,0.0,1.1679455323582322,0.732922308618973,0.707449980364708,0.8268277654276801,0.9384880898618955,0.4470713504343713,0,1
0,1.0,-0.13445304747837944,0.0,0.0,0.0,0.0,0.0,0.0,0.8570934432921797,0.07690125681172973,0.02556296689284017,0.36950029879366786,0.0,1.090697070070933,1.1944197212628265,0.5149687295828671,0.8713350357326959,0.0,0.0,0.21442183360551337,-1.0948747316992113,0.0,-0.2661600602062563,-0.7912967915115983,-1.6045156398904985,0.0,0.05594062757183042,-0.08174254135003838,0.0,1.0,0.0,0.031058844213340816,-1.7065580711343464,-1.6781901999238444,-1.0718613321731874,-1.1002327512433365,-1.4797480822537625,0,0
0,1.0,-0.13445304747837944,0.0,0.0,0.0,0.0,0.0,0.0,-1.053202508583751,-0.4507821083982924,-0.614711038647184,-0.8299634655490042,0.0,-1.1059752513383443,-1.0752903061168988,-1.129626342722939,-1.095278156540422,0.0,0.0,1.3364423625948514,1.1690450149759886,0.0,-0.2661600602062563,0.39007797159793844,-0.08271216238070155,0.0,0.05594062757183042,-0.08174254135003838,0.0,1.0,0.0,0.6186155055869877,-1.7065580711343464,-1.6781901999238444,-1.0718613321731874,-1.1002327512433365,0.3116523140004671,0,0
1,1.0,0.0516059029047826,0.0,0.0,0.0,0.0,0.0,0.0,0.934932389728139,1.170090555895173,1.5726550089236184,1.379040854463954,0.0,0.36083730645030354,-0.126106365293094,1.2934349728265389,0.6120990200109213,0.0,0.0,-1.2816055383802705,-0.10192747438552725,0.0,-1.6455365906280663,-0.7912967915115983,-0.08271216238070155,0.0,0.9975619300986596,0.5651926382517676,0.0,1.0,0.0,0.848564954126382,0.5619135684141235,0.38335125963963,1.0089667305143264,1.092322527452138,0.8610666903894523,0,0
1,0.0,0.8888711796290117,0.0,0.0,0.0,0.0,0.0,0.0,-1.053202508583751,-0.4507821083982924,-0.614711038647184,-0.8299634655490042,0.0,1.0960428503924355,1.0948606093033488,0.3130875372577328,0.7938101548016776,0.0,0.0,0.9624355195984053,0.9704555635132517,0.0,-0.2661600602062563,0.5443398409678485,-0.08271216238070155,0.0,0.05594062757183042,-0.08174254135003838,0.0,1.0,0.0,0.3151087056129946,-1.7065580711343464,-1.6781901999238444,1.1583252907662953,1.1875746403551992,0.5670139255615452,0,0
