x35,x38,x16,x36,x34,x1,x23,x19,x20,x14,x33,x27,x15,x22,x31,x26,x37,y1
-0.195668350466284,-0.31842239076836176,1.0936995925301556,-0.3141733242818825,1,0.1574520174315927,-1.2947894313808184,-0.370593800388335,-0.4665137622298798,1.0330339659171033,-1.6314512423841272,-0.2910326784094537,0.5673537680688021,0.4088568118196229,1.0079695574467733,-0.07315519022540119,1.0,0
1.2998600907536042,-0.23231232717682615,0.7456067999823861,1.5224285006773064,1,-0.3654142157090482,-1.2357869559701835,-1.8371902182836943,-1.0521060649373284,0.6126500433626157,-0.2581227130438441,0.8833580415179682,0.9642910312441878,-0.4647561702414247,0.3090095380635134,0.2466271512054332,1.0,0
-1.1043891463515825,-1.1677807452848767,0.5034110456845885,-1.0639176041606804,0,-0.15626772245279186,-0.6511875210429847,-0.0039446959144951565,-0.8243757249955429,0.5280985907632105,-1.6314512423841272,-0.2910326784094537,0.5673537680688021,-0.4647561702414247,-0.007792855484755906,-0.07315519022540119,1.0,0
-1.1043891463515825,0.6444446839369958,-1.224393625687064,-1.0639176041606804,0,-0.15626772245279186,0.4895708000487196,1.0960026175070243,1.029999900244711,-1.291399258515264,-1.6314512423841272,-0.2910326784094537,-1.3836937966915683,-0.4647561702414247,0.5823189205011237,-0.07315519022540119,1.0,0
1.121513122223222,0.902774874711604,0.4147458083368794,1.3828232009710983,1,0.994037990456618,0.6575479116007066,0.7293535130331846,0.8673353717148645,0.2141855140097051,-1.6314512423841272,-0.2910326784094537,0.01567824975724912,-0.4647561702414247,0.2843648506683131,-0.07315519022540119,0.0,0
-1.1043891463515825,-0.7215740521287354,-1.224393625687064,-1.0639176041606804,0,-0.15626772245279186,-0.4776965246052992,-0.0039446959144951565,-0.5641124793477879,-1.291399258515264,-1.6314512423841272,-0.2910326784094537,-1.3836937966915683,-0.4647561702414247,0.08645350441034491,-0.07315519022540119,0.0,0
0.7130524454190145,0.5348500575477678,-1.224393625687064,0.7494718847479259,1,-1.5157199286184582,0.8802866726314782,1.829300826454704,1.2902631458924665,-1.291399258515264,1.337909826929028,0.04450752728409541,-1.3836937966915683,1.2824697938806706,0.4089669043206697,-0.07315519022540119,1.0,0
0.9275723258156562,-0.6511203637356606,1.2794332179802008,1.0698920242290957,1,2.2489169499941557,-1.2947894313808184,-0.0039446959144951565,-0.4990466679358492,1.2604950916868778,0.2448363422675362,2.2255188642921646,0.6211757698552952,-0.4647561702414247,0.9723442988982162,2.4851035412212736,1.0,0
1.121513122223222,-0.6393780823368143,0.7456067999823861,1.1853152354757128,1,1.0986112370847465,-0.3050594692436528,0.3627044085593447,-0.3363821394060023,0.4568242934879626,-1.6314512423841272,-0.2910326784094537,0.14126292014388273,1.2824697938806706,0.14213163566408826,-0.07315519022540119,1.0,1
-1.1043891463515825,2.1748553595865667,0.5034110456845885,-1.0639176041606804,0,-0.3654142157090482,0.6575479116007066,0.3627044085593447,1.4854605801282823,0.13827965772925835,-1.6314512423841272,-0.2910326784094537,-0.01796050135930899,-0.4647561702414247,0.7876022497539644,-0.07315519022540119,1.0,0
0.9275723258156562,1.8108446362223465,-1.224393625687064,1.1283633879919803,1,-0.15626772245279186,2.1882603709464656,1.0960026175070243,1.8107896371879764,-1.291399258515264,1.651841651545581,-0.6265728841030028,-1.3836937966915683,1.2824697938806706,-0.3982860334812013,-1.0325022145179044,0.0,0
1.2998600907536042,0.05341652019508896,0.8917262843417973,1.4951167943396368,1,0.052878770803464516,-0.5932616978299501,-0.370593800388335,-0.23878342228809415,0.8063073816450741,0.2618055674687994,0.7155879386711936,0.7691862747681508,-0.4647561702414247,0.5152818658278362,1.2059741754979365,0.0,0
-1.1043891463515825,1.3411533802685136,-1.224393625687064,-1.0639176041606804,0,-0.15626772245279186,0.6575479116007066,0.7293535130331846,1.1601315230685891,-1.291399258515264,-1.6314512423841272,-0.2910326784094537,-1.3836937966915683,-0.4647561702414247,0.5227404611551169,-0.07315519022540119,1.0,0
-1.1043891463515825,-1.4261109360594837,-0.13163400300443506,-1.0639176041606804,0,-1.5157199286184582,-1.4723996665492836,-1.4705411138098547,-1.6376983676447772,-0.11134707824697553,-1.6314512423841272,-0.2910326784094537,0.957563281020876,-0.4647561702414247,-0.11515790127146552,-0.07315519022540119,1.0,0
-1.1043891463515825,0.28043396057277553,-1.224393625687064,-1.0639176041606804,0,-0.15626772245279186,-0.9422638581147088,-1.8371902182836943,-0.8569086307015122,-1.291399258515264,-1.6314512423841272,-0.2910326784094537,-1.3836937966915683,-0.4647561702414247,0.2325540112498383,-0.07315519022540119,0.0,0
1.2998600907536042,1.14544869028775,0.4147458083368794,1.618449076720311,1,-0.05169447582466366,1.2667521698071114,0.7293535130331846,1.029999900244711,0.1091867989473984,-1.6314512423841272,-0.2910326784094537,0.4462542640491929,0.4088568118196229,-0.14761009984222762,-0.07315519022540119,1.0,0
-1.1043891463515825,-0.1188036069879822,-1.224393625687064,-1.0639176041606804,0,-0.15626772245279186,-0.3625108770877668,-1.1038920093360147,-0.7267770078776348,-1.291399258515264,-1.6314512423841272,-0.2910326784094537,-1.3836937966915683,-0.4647561702414247,-0.1744705796366475,-0.07315519022540119,0.0,0
1.121513122223222,0.27651986677315965,-0.13163400300443506,1.210169391523739,1,-1.3065734353622018,-0.7673274890617904,-1.4705411138098547,-0.5641124793477879,-0.16597017590948632,-0.08378278515800107,-0.4588027812562282,0.2578772577964674,-1.3383691523024723,0.36295103691609865,-0.07315519022540119,1.0,0
0.4695614420161816,0.045588332595858566,0.587743201557246,0.4997980703363653,1,-0.05169447582466366,-1.2357869559701835,-0.0039446959144951565,-0.011053082346308566,0.7033397055208442,0.6530087577833629,2.4771740185623266,1.5294220500023639,1.2824697938806706,1.4387591329547038,2.4851035412212736,1.0,0
0.4695614420161816,-0.05226401239452327,0.6683215612590451,0.3976030572744268,1,-0.15626772245279186,-1.7106348889267304,-0.0039446959144951565,0.02147982335966081,0.4884005728228711,0.8468943968499635,2.4771740185623266,0.8230082765546436,1.2824697938806706,2.042699846823428,2.4851035412212736,1.0,0
